food_item,calories,proteins,carbohydrates,fats,fibers,sugars,sodium,cholesterol
"TARO,TAHITIAN,CKD,WO/SALT",44.0,4.16,6.85,0.68,2.16,3.2246,54.0,0.0
"TARO,TAHITIAN,RAW",44.0,2.79,6.91,0.97,2.32,3.1646,50.0,0.0
"TEA,HERBAL,BREWED,HOHOYSI (HOPI)",2.0,0.12,0.0,0.2,0.1399999999999999,0.0,27.0,0.0
"TEA,TUNDRA,HERB & LABORADOR COMBINATION (ALASKA NATIVE)",1.0,0.0,0.2,0.0,2.54,1.01,132.0,0.0
"TEFF,CKD",101.0,3.87,19.86,0.65,2.8,3.3920000000000003,8.0,0.0
"TEFF,UNCKD",367.0,13.3,73.13,2.38,8.0,1.84,12.0,0.0
TEMPEH,192.0,20.29,7.64,10.8,2.88,3.712,9.0,0.0
"TEMPEH,CKD",195.0,19.91,7.62,11.38,1.6800000000000002,1.5779999999999998,14.0,50.8
"TENNIS BREAD,PLN (APACHE)",258.0,9.0,53.26,1.05,2.6,3.01,810.0,10.8
"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",362.0,17.45,3.33,30.43,0.0,0.85,1300.0,74.0
"THYME,FRSH",101.0,5.56,24.45,1.68,14.0,9.754,9.0,0.0
"TILEFISH,COOKED,DRY HEAT",147.0,24.49,0.0,4.69,0.0,0.0,59.0,64.0
"TILEFISH,RAW",96.0,17.5,0.0,2.31,0.0,0.0,53.0,50.0
"TKY,STUFFING,MSHD POTATO W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",128.0,6.97,16.32,3.89,1.3,4.82,326.0,14.0
"TOASTER PASTRIES,BROWN-SUGAR-CINNAMON",370.0,4.06,72.64,7.98,2.3,27.24,361.0,0.0
"TOASTER PASTRIES,FRUIT",388.0,4.2,70.32,9.95,1.0,26.13,334.0,0.0
"TOASTER PASTRIES,FRUIT,FRSTD",385.0,4.01,71.83,9.02,1.8,31.0,311.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",390.0,4.1,71.7,9.8,1.3,30.3,331.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",412.0,4.6,68.41,13.3,1.1,30.9,398.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",438.0,5.4,64.4,18.4,1.5,25.4,380.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",391.0,4.6,71.77,10.0,1.1,31.2,320.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",397.0,4.2,72.0,10.2,1.0,36.0,320.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",384.0,4.9,70.4,9.3,2.1,35.0,437.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",399.0,4.2,71.62,10.6,1.0,35.4,320.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",390.0,4.0,72.4,9.5,1.3,31.7,315.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",392.0,6.2,69.6,10.5,1.4,36.5,410.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",398.0,4.7,71.1,10.5,1.1,33.0,355.0,0.0
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",417.0,4.6,69.0,13.8,1.4,32.3,343.0,0.0
"TODDL FORM,ME JOHN,ENFA,PREM (FORME ENL,LIPIL,NEXT STEP),PDR",501.0,13.0,56.0,26.9,0.0,53.0,210.0,7.0
"TODDLER FORMULA, MEAD JOHNSON, ENFAGROW PREMIUM, RTF",64.0,1.78,7.18,3.63,0.0,7.18,25.0,1.0
TOFU YOGURT,94.0,3.5,15.96,1.8,0.2,1.24,35.0,0.0
"TOFU,DRIED-FROZEN (KOYADOFU)",477.0,52.47,10.03,30.34,7.2,45.5774,6.0,0.0
"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",470.0,52.43,8.3,30.34,1.2,46.659400000000005,6.0,0.0
"TOFU,EX FIRM,PREP W/NIGARI",83.0,9.98,1.18,5.26,1.0,0.71,4.0,0.0
"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",78.0,9.04,2.85,4.17,0.9,0.6,12.0,0.0
"TOFU,FRIED",270.0,18.82,8.86,20.18,3.9,2.72,16.0,0.0
"TOFU,FRIED,PREP W/CA SULFATE",270.0,18.82,8.86,20.18,3.9,5.256,16.0,0.0
"TOFU,HARD,PREP W/NIGARI",145.0,12.68,4.39,9.99,0.6,4.380000000000001,2.0,0.0
"TOFU,RAW,FIRM,PREP W/CA SULFATE",144.0,17.27,2.78,8.72,2.3,1.88,14.0,0.0
"TOFU,RAW,REG,PREP W/CA SULFATE",76.0,8.08,1.87,4.78,0.3,0.62,7.0,0.0
"TOFU,SALTED&FERMENTED (FUYU)",116.0,8.92,4.38,8.0,1.4222,4.2722,2873.0,0.0
"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE",116.0,8.15,5.15,8.0,1.4222,4.2722,2873.0,0.0
"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",61.0,7.17,1.18,3.69,0.2,0.7,8.0,0.0
"TOMATILLOS,RAW",32.0,0.96,5.84,1.02,1.9,3.93,1.0,0.0
"TOMATO JUC,CND,W/SALT",17.0,0.85,3.53,0.29,0.4,2.58,253.0,0.0
"TOMATO JUC,CND,WO/ SALT ADDED",17.0,0.85,3.53,0.29,0.4,2.58,10.0,0.0
TOMATO POWDER,302.0,12.91,74.68,0.44,16.5,43.9,134.0,0.0
"TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",82.0,4.32,18.91,0.47,4.1,12.18,59.0,0.0
"TOMATO PRODUCTS,CND,PUREE,W/SALT",38.0,1.65,8.98,0.21,1.9,4.83,202.0,0.0
"TOMATO PRODUCTS,CND,PUREE,WO/SALT",38.0,1.65,8.98,0.21,1.9,4.83,28.0,0.0
"TOMATO PRODUCTS,CND,SAU",24.0,1.2,5.31,0.3,1.5,3.56,474.0,0.0
"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",33.0,1.44,7.24,0.27,1.4,5.88,472.0,0.0
"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS",59.0,2.13,10.24,1.93,2.2,12.718,543.0,3.0
"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",35.0,1.45,8.43,0.13,1.5,5.77,452.0,0.0
"TOMATO PRODUCTS,CND,SAU,W/ONIONS",42.0,1.56,9.94,0.19,1.8,8.58,551.0,0.0
"TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY",41.0,0.94,8.77,0.74,1.4,7.36,368.0,0.0
"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",32.0,1.32,7.09,0.39,1.4,4.536,15.0,0.0
"TOMATO SAU,CND,NO SALT ADDED",24.0,1.2,5.31,0.3,1.5,3.56,11.0,0.0
"TOMATO&VEG JUC,LO NA",22.0,0.6,4.59,0.1,0.8,3.28,58.0,0.0
"TOMATOES,CRUSHED,CANNED",32.0,1.64,7.29,0.28,1.9,4.4,186.0,0.0
"TOMATOES,GREEN,RAW",23.0,1.2,5.1,0.2,1.1,4.0,13.0,0.0
"TOMATOES,ORANGE,RAW",16.0,1.16,3.18,0.19,0.9,2.4372,42.0,0.0
"TOMATOES,RED,RIPE,CKD",18.0,0.95,4.01,0.11,0.7,2.49,11.0,0.0
"TOMATOES,RED,RIPE,CKD,STWD",79.0,1.96,13.05,2.68,1.7,8.92,455.0,0.0
"TOMATOES,RED,RIPE,CKD,W/ SALT",18.0,0.95,4.01,0.11,0.7,2.49,247.0,0.0
"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC",16.0,0.79,3.47,0.25,1.9,2.55,115.0,0.0
"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED",16.0,0.79,3.47,0.25,1.9,2.55,10.0,0.0
"TOMATOES,RED,RIPE,CND,STWD",26.0,0.91,6.19,0.19,1.0,3.52,221.0,0.0
"TOMATOES,RED,RIPE,CND,W/GRN CHILIES",15.0,0.69,3.62,0.08,0.8824,3.0152,401.0,0.0
"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",18.0,0.88,3.89,0.2,1.2,2.63,5.0,0.0
"TOMATOES,SUN-DRIED",258.0,14.11,55.76,2.97,12.3,37.59,107.0,0.0
"TOMATOES,SUN-DRIED,PACKED IN OIL,DRND",213.0,5.06,23.33,14.08,5.8,8.786000000000001,266.0,0.0
"TOMATOES,YELLOW,RAW",15.0,0.98,2.98,0.26,0.7,2.2072,23.0,0.0
"TOPPING,SMUCKER'S MAGIC SHELL",609.0,2.94,50.07,44.1,2.9,47.06,29.0,2.0
"TOPPINGS,BUTTERSCOTCH OR CARAMEL",216.0,1.21,57.01,0.0,0.0,57.0,341.0,0.0
"TOPPINGS,MARSHMLLW CRM",322.0,0.8,79.0,0.3,0.1,46.8,80.0,0.0
"TOPPINGS,NUTS IN SYRUP",448.0,4.5,58.08,22.0,2.3,36.72,42.0,0.0
"TOPPINGS,PINEAPPLE",253.0,0.1,66.4,0.1,0.4,21.01,42.0,0.0
"TOPPINGS,STRAWBERRY",254.0,0.2,66.3,0.1,0.7,27.38,21.0,0.0
"TORTELLINI,PASTA W/ CHS FILLING,FRESH-REFRIGERATED",307.0,13.5,47.0,7.23,1.9,0.95,406.0,42.0
"TORTILLA CHIPS,LOFAT,BKD WO/FAT",415.0,11.0,80.0,5.7,5.3,0.67,517.0,0.0
"TORTILLA CHIPS,LOFAT,UNSALTED",416.0,11.0,80.1,5.7,5.3,0.85,15.0,0.0
"TORTILLA CHIPS,PLAIN",472.0,7.1,67.78,20.68,5.4,0.78,328.0,0.0
"TORTILLA CHIPS,TACO-FLAVOR",480.0,7.9,63.1,24.2,5.3,19.6,787.0,0.0
"TORTILLA,BLUE CORN,SAKWAVIKAVIKI (HOPI)",276.0,7.83,58.12,1.4,3.4,2.97,663.0,3.2
"TORTILLA,INCL PLN & FROM MUTTON SNDWCH (NAVAJO)",237.0,7.28,49.94,0.95,2.4,2.75,482.0,3.0
"TORTILLAS,RTB OR -FRY,CORN",218.0,5.7,44.64,2.85,6.3,0.88,45.0,0.0
"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",222.0,5.7,46.6,2.5,5.2,35.4,11.0,0.0
"TORTILLAS,RTB OR -FRY,FLR,REFR",306.0,8.2,49.38,7.99,3.5,3.71,736.0,0.0
"TORTILLAS,RTB OR -FRY,FLR,SHELF STABLE",297.0,8.01,49.27,7.58,2.4,2.66,742.0,0.0
"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",325.0,8.7,55.6,7.1,3.3,12.39,478.0,0.0
"TORTILLAS,RTB OR -FRY,WHL WHEAT",310.0,9.76,45.89,9.76,9.8,2.44,512.0,0.0
"TOSTADA SHELLS,CORN",474.0,6.15,64.43,23.38,5.8,15.0,657.0,0.0
"TRAIL MIX,REG,UNSALTED",462.0,13.8,44.9,29.4,14.2534,9.776,10.0,0.0
"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",484.0,14.2,44.9,31.9,5.0,23.88,121.0,4.0
"TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS",484.0,14.2,44.9,31.9,21.4,10.2684,27.0,0.0
"TRAIL MIX,REGULAR",462.0,13.8,44.9,29.4,3.54,25.472,229.0,0.0
"TRAIL MIX,TROPICAL",442.0,6.3,65.6,17.1,3.88,5.973,95.0,0.0
"TREE FERN,CKD,W/SALT",40.0,0.29,10.78,0.07,3.7,7.3199999999999985,241.0,0.0
"TREE FERN,CKD,WO/SALT",40.0,0.29,10.98,0.07,3.7,5.246,5.0,0.0
TRITICALE,336.0,13.05,72.13,2.09,11.8,3.906,5.0,0.0
"TRITICALE FLR,WHOLE-GRAIN",338.0,13.18,73.14,1.81,14.6,2.01,2.0,0.0
"TROUT,MIXED SPECIES,RAW",148.0,20.77,0.0,6.61,0.0,0.0,52.0,58.0
"TROUT,MXD SP,CKD,DRY HEAT",190.0,26.63,0.0,8.47,0.0,0.0,67.0,74.0
"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",168.0,23.8,0.0,7.38,0.0,0.0,61.0,70.0
"TROUT,RAINBOW,FARMED,RAW",141.0,19.94,0.0,6.18,0.0,0.0,51.0,59.0
"TROUT,RAINBOW,WILD,CKD,DRY HEAT",150.0,22.92,0.0,5.82,0.0,0.0,56.0,69.0
"TROUT,RAINBOW,WILD,RAW",119.0,20.48,0.0,3.46,0.0,0.0,31.0,59.0
"TSTR PSTRS,FRT,TSTD (INCL APPL,BLUEBERRY,CHERRY,STRAWBERRY)",409.0,4.7,72.7,11.03,1.0,28.99,354.0,1.8
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY",363.0,4.2,74.4,5.4,5.6,29.4,357.0,0.0
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TRTS,FRSTD BRWN SGR CINN",366.0,4.7,73.7,5.9,5.5,30.5,379.0,0.0
TUNA SALAD,187.0,16.04,9.41,9.26,0.0,5.552200000000001,402.0,13.0
"TUNA,FRESH,BLUEFIN,RAW",144.0,23.33,0.0,4.9,0.0,0.0,39.0,38.0
"TUNA,FRESH,SKIPJACK,RAW",103.0,22.0,0.0,1.01,0.0,0.0,37.0,47.0
"TUNA,FRESH,YELLOWFIN,RAW",109.0,24.4,0.0,0.49,0.0,0.0,45.0,39.0
"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",184.0,29.91,0.0,6.28,0.0,0.0,50.0,49.0
"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",116.0,25.51,0.0,0.82,0.0,0.0,50.0,30.0
"TUNA,LT,CND IN OIL,DRND SOL",198.0,29.13,0.0,8.21,0.0,0.0,416.0,18.0
"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",198.0,29.13,0.0,8.21,0.0,4.005999999999999,50.0,18.0
"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",132.0,28.21,0.0,1.29,0.0,0.0,47.0,60.0
"TUNA,WHITE,CND IN H2O,DRND SOL",128.0,23.62,0.0,2.97,0.0,0.0,377.0,42.0
"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",128.0,23.62,0.0,2.97,0.0,0.0,50.0,42.0
"TUNA,WHITE,CND IN OIL,DRND SOL",186.0,26.53,0.0,8.08,0.0,0.0,396.0,31.0
"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",186.0,26.53,0.0,8.08,0.0,0.2,50.0,31.0
"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",130.0,29.15,0.0,0.59,0.0,0.0,54.0,47.0
"TURBOT,EUROPEAN,CKD,DRY HEAT",122.0,20.58,0.0,3.78,0.0,0.032,192.0,62.0
"TURBOT,EUROPEAN,RAW",95.0,16.05,0.0,2.95,0.0,1.0122,150.0,48.0
TURKEY  WHITE  ROTISSERIE  DELI CUT,112.0,13.5,7.7,3.0,0.4,4.0,1200.0,55.0
"TURKEY AND GRAVY,FROZEN",67.0,5.88,4.61,2.63,0.0,3.8,554.0,18.0
"TURKEY BACON,MICROWAVED",368.0,29.5,4.24,25.87,0.0,4.24,2021.0,153.0
"TURKEY BACON,UNPREP",226.0,15.94,1.89,16.93,1.7399999999999998,9.7,1069.0,86.0
"TURKEY BREAST,LO SALT,PREPACKAGED OR DELI,LUNCHEON MEAT",109.0,21.81,3.51,0.83,0.5,3.51,772.0,44.0
"TURKEY BREAST,PRE-BASTED,MEAT&SKN,CKD,RSTD",126.0,22.16,0.0,3.46,0.0,0.686,397.0,42.0
"TURKEY BREAST,SLICED,PREPACKAGED",106.0,14.81,2.2,3.77,0.0,0.91,898.0,49.0
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,CKD,RSTD",177.0,29.55,0.05,5.57,0.0,0.0,101.0,89.0
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,RAW",161.0,21.96,0.15,7.43,0.0,0.06,105.0,67.0
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,W/ ADDED SOLN,CKD,RSTD",157.0,26.52,0.0,5.64,0.0,0.0,237.0,76.0
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,W/ ADDED SOLN,RAW",147.0,20.02,0.14,7.42,0.0,0.06,195.0,60.0
"TURKEY FROM WHL,LT MEAT,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",127.0,26.97,0.0,2.08,0.0,0.0,238.0,69.0
"TURKEY FROM WHL,LT MEAT,MEAT ONLY,W/ ADDED SOLN,RAW",101.0,21.54,0.0,1.66,0.0,0.05,206.0,54.0
"TURKEY FROM WHL,LT MEAT,RAW",114.0,23.66,0.14,1.48,0.0,0.05,113.0,57.0
"TURKEY FROM WHL,NECK,MEAT ONLY,CKD,SIMMRD",162.0,22.48,0.0,7.36,0.0,0.0,246.0,128.0
"TURKEY FROM WHL,NECK,MEAT ONLY,RAW",125.0,16.51,0.0,6.04,0.0,0.0,233.0,115.0
"TURKEY HAM,SLICED,EX LN,PREPACKAGED OR DELI-SLICED",124.0,19.6,2.93,3.8,0.0,0.0,1038.0,67.0
"TURKEY POT PIE,FRZ ENTREE",176.0,6.5,17.7,8.8,1.1,6.7102,350.0,16.0
"TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RAW",120.0,17.6,6.4,2.2,0.0,3.248,678.0,53.0
"TURKEY SAUSAGE,FRSH,CKD",196.0,23.89,0.0,10.44,0.0,0.0,665.0,92.0
"TURKEY SAUSAGE,FRSH,RAW",155.0,18.79,0.47,8.08,0.0,0.0,593.0,75.0
"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",204.0,17.0,10.92,10.3,0.3,0.0,721.0,58.0
"TURKEY STKS,BREADED,BATTERED,FRIED",279.0,14.2,17.0,16.9,2.22,2.922,838.0,64.0
"TURKEY THIGH,PRE-BASTED,MEAT&SKN,CKD,RSTD",157.0,18.8,0.0,8.54,0.0,1.2,437.0,62.0
"TURKEY&PORK SAUSAGE,FRSH,BULK,PATTY OR LINK,CKD",307.0,22.7,0.7,23.0,0.0,0.0,878.0,84.0
"TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",244.0,26.59,0.16,14.38,0.0,0.0,73.0,91.0
"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,CKD,RSTD",189.0,28.71,0.0,7.41,0.0,0.0,63.0,74.0
"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,RAW",157.0,21.89,0.0,7.02,0.0,0.0,59.0,65.0
"TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD",208.0,27.87,0.0,9.82,0.0,0.0,77.0,85.0
"TURKEY,ALL CLASSES,LEG,MEAT&SKN,RAW",144.0,19.54,0.0,6.72,0.0,0.02,74.0,71.0
"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD",147.0,30.13,0.0,2.08,0.0,0.0,99.0,80.0
"TURKEY,ALL CLASSES,WING,MEAT&SKN,CKD,RSTD",229.0,27.38,0.0,12.43,0.0,0.0,61.0,81.0
"TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW",197.0,20.22,0.0,12.32,0.0,0.0,55.0,70.0
"TURKEY,BACK FROM WHL BIRD,MEAT ONLY,RAW",113.0,21.28,0.15,2.5,0.0,0.1,124.0,79.0
"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RAW",206.0,16.86,0.15,15.41,0.0,0.1,157.0,84.0
"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RSTD",205.0,25.8,0.0,11.36,0.0,0.0,237.0,87.0
"TURKEY,BACK,FROM WHL BIRD,MEAT ONLY,RSTD",173.0,27.71,0.0,6.04,0.0,0.0,104.0,128.0
"TURKEY,BACK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",115.0,19.27,0.15,4.12,0.0,0.1,167.0,79.0
"TURKEY,BACK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",127.0,26.97,0.0,2.08,0.0,0.0,238.0,69.0
"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,RAW",114.0,23.66,0.14,1.48,0.0,0.05,113.0,57.0
"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,RSTD",147.0,30.13,0.0,2.08,0.0,0.0,99.0,80.0
"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",102.0,21.54,0.14,1.66,0.0,0.05,206.0,54.0
"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",127.0,26.97,0.0,2.08,0.0,0.0,238.0,69.0
"TURKEY,CND,MEAT ONLY,W/BROTH",169.0,23.68,1.47,6.86,0.0,0.0,518.0,66.0
"TURKEY,DICED,LT&DK MEAT,SEASONED",138.0,18.7,1.0,6.0,0.0,1.2919999999999998,850.0,55.0
"TURKEY,DK MEAT FROM WHL,MEAT & SKN,CKD,RSTD",206.0,27.27,0.07,9.95,0.0,0.0,105.0,134.0
"TURKEY,DK MEAT FROM WHL,MEAT & SKN,W/ ADDED SOLN,CKD,RSTD",199.0,25.55,0.0,10.81,0.0,0.0,206.0,110.0
"TURKEY,DK MEAT FROM WHL,MEAT & SKN,W/ ADDED SOLN,RAW",169.0,17.84,0.15,10.83,0.0,0.1,161.0,82.0
"TURKEY,DK MEAT FROM WHL,MEAT ONLY,W/ ADDED SOLN,RAW",115.0,19.27,0.1,4.12,0.0,0.1,167.0,79.0
"TURKEY,DK MEAT,MEAT & SKN,RAW",161.0,19.81,0.15,8.97,0.0,0.1,113.0,87.0
"TURKEY,DK MEAT,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",158.0,26.1,0.0,6.0,0.0,0.0,201.0,105.0
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RAW",109.0,23.66,0.14,1.48,0.0,0.05,113.0,57.0
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RSTD",139.0,30.13,0.0,2.08,0.0,0.0,99.0,80.0
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",115.0,19.27,0.15,4.12,0.0,0.1,167.0,79.0
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",158.0,26.1,0.0,6.0,0.0,0.0,201.0,105.0
"TURKEY,DRUMSTK,SMOKED,CKD,W/SKN,BONE REMOVED",208.0,27.9,0.0,9.8,0.0,0.0,996.0,85.0
"TURKEY,FROM WHL,DK MEAT,CKD,RSTD",173.0,27.71,0.0,6.04,0.0,0.0,104.0,128.0
"TURKEY,FRYER-ROASTERS,MEAT&SKN,CKD,RSTD",172.0,28.26,0.0,5.72,0.0,0.0,66.0,105.0
"TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD",155.0,26.45,0.0,4.64,0.0,0.0,127.0,452.0
"TURKEY,GIZZARD,ALL CLASSES,RAW",111.0,18.8,0.0,3.37,0.0,0.0,147.0,271.0
"TURKEY,HEART,ALL CLASSES,CKD,SIMMRD",174.0,24.88,0.0,7.52,0.0,0.0,140.0,359.0
"TURKEY,HEART,ALL CLASSES,RAW",140.0,16.7,0.4,7.44,0.0,0.0,129.0,225.0
"TURKEY,LIVER,ALL CLASSES,CKD,SIMMRD",189.0,27.0,0.0,8.18,0.0,0.0,98.0,648.0
"TURKEY,LIVER,ALL CLASSES,RAW",128.0,18.26,0.0,5.5,0.0,0.0,131.0,415.0
"TURKEY,LT OR DK MEAT,SMOKED,CKD,SKN & BONE REMOVED",170.0,29.3,0.0,5.0,0.0,0.0,996.0,76.0
"TURKEY,LT OR DK MEAT,SMOKED,CKD,W/SKN,BONE REMOVED",208.0,28.1,0.0,9.7,0.0,0.0,996.0,82.0
"TURKEY,MECHANICALLY DEBONED,FROM TURKEY FRAMES,RAW",201.0,13.29,0.0,15.96,0.0,0.2,48.0,95.0
"TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",101.0,8.0,11.54,2.5,0.6,0.0,796.0,21.0
"TURKEY,RTL PARTS,BREAST,MEAT & SKN,CKD,RSTD",164.0,29.01,0.05,5.33,0.0,0.0,114.0,79.0
"TURKEY,RTL PARTS,BREAST,MEAT & SKN,RAW",155.0,21.88,0.0,7.45,0.0,0.0,72.0,63.0
"TURKEY,RTL PARTS,BREAST,MEAT & SKN,W/ ADDED SOLN,RAW",144.0,20.79,0.03,6.75,0.0,0.01,126.0,64.0
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,CKD,RSTD",136.0,29.51,0.0,1.97,0.0,0.0,114.0,70.0
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,RAW",114.0,23.34,0.0,2.33,0.0,0.0,74.0,53.0
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",130.0,27.94,0.0,2.08,0.0,0.0,184.0,74.0
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,W/ ADDED SOLN,RAW",111.0,21.99,0.0,2.53,0.0,0.0,124.0,60.0
"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,CKD,RSTD",197.0,28.21,0.0,9.37,0.0,0.0,112.0,120.0
"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,RAW",141.0,19.96,0.0,6.84,0.0,0.0,86.0,82.0
"TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,CKD,RSTD",173.0,28.61,0.0,6.52,0.0,0.0,112.0,118.0
"TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,RAW",118.0,20.52,0.0,3.97,0.0,0.0,87.0,79.0
"TURKEY,RTL PARTS,THIGH,MEAT & SKN,CKD,RSTD",183.0,23.95,0.41,9.5,0.0,0.0,101.0,116.0
"TURKEY,RTL PARTS,THIGH,MEAT & SKN,RAW",161.0,19.54,0.0,9.16,0.0,0.0,75.0,83.0
"TURKEY,RTL PARTS,THIGH,MEAT ONLY,CKD,RSTD",159.0,25.14,0.46,6.25,0.0,0.0,104.0,116.0
"TURKEY,RTL PARTS,THIGH,MEAT ONLY,RAW",116.0,20.6,0.0,3.69,0.0,0.0,75.0,78.0
"TURKEY,RTL PARTS,WING,MEAT & SKN,CKD,RSTD",235.0,28.74,0.13,13.29,0.0,0.0,106.0,115.0
"TURKEY,RTL PARTS,WING,MEAT & SKN,RAW",202.0,19.53,0.05,13.79,0.0,0.03,67.0,84.0
"TURKEY,RTL PARTS,WING,MEAT ONLY,CKD,RSTD",170.0,30.17,0.0,5.51,0.0,0.0,103.0,97.0
"TURKEY,RTL PARTS,WING,MEAT ONLY,RAW",112.0,22.48,0.0,2.49,0.0,0.0,69.0,66.0
"TURKEY,SKN FROM WHL (LIGHT & DARK),RSTD",459.0,23.94,0.57,39.31,0.0,0.0,116.0,177.0
"TURKEY,SKN FROM WHL (LIGHT & DARK),W/ ADDED SOLN,RAW",381.0,12.29,0.21,36.8,0.0,0.1,138.0,94.0
"TURKEY,SKN FROM WHL,(LIGHT & DARK),RAW",407.0,12.96,0.16,38.93,0.0,0.1,62.0,122.0
"TURKEY,SKN FROM WHL,(LIGHT & DARK),W/ ADDED SOLN,RSTD",451.0,22.15,0.0,40.31,0.0,0.0,234.0,144.0
