food_item,calories,proteins,carbohydrates,fats,fibers,sugars,sodium,cholesterol
"CAKE,WHITE,DRY MIX,SPL DIETARY (INCL LEMON-FLAVORED)",397.0,3.0,79.6,8.4,7.2,20.5,260.0,0.0
"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",356.0,4.4,63.2,10.3,1.0,57.39,284.0,1.0
"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",357.0,5.4,57.2,12.4,0.8,35.49,327.0,2.0
"CAKE,YEL,COMMLY PREP,W/ CHOC FRSTNG,IN-STORE BAKERY",379.0,3.16,55.36,17.75,1.5,39.22,310.0,16.0
"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",391.0,2.99,56.2,17.91,0.3,41.79,269.0,75.0
"CAKE,YEL,ENR,DRY MIX",374.0,3.7,81.92,3.5,1.2,43.29,728.0,0.0
"CAKE,YEL,LT,DRY MIX",404.0,4.7,84.1,5.5,1.3,39.8334,604.0,0.0
"CAKE,YEL,PREP FROM RECIPE WO/FRSTNG",361.0,5.3,53.0,14.6,0.7,27.5,343.0,54.0
"CAKE,YEL,UNENR,DRY MIX",432.0,4.4,78.1,11.6,1.1,30.699,657.0,2.0
CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS,123.0,3.85,23.08,1.92,6.2,10.0,362.0,4.0
"CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP",49.0,2.86,6.94,1.02,0.4,0.41,167.0,6.0
"CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP",78.0,3.27,7.35,3.67,1.2,0.82,363.0,10.0
"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP",44.0,2.86,6.94,0.41,0.8,2.45,363.0,4.0
"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP",53.0,3.27,7.35,1.22,1.2,1.63,376.0,6.0
"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP",57.0,3.27,9.8,0.61,0.8,2.04,363.0,4.0
"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP",78.0,2.04,9.39,3.67,0.8,1.25,322.0,4.0
"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP",82.0,3.27,8.57,4.08,1.2,1.22,343.0,6.0
"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP",86.0,2.86,8.16,4.49,1.2,2.45,359.0,8.0
"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER",82.0,2.86,8.16,4.08,0.8,1.22,351.0,6.0
"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP",53.0,2.86,9.39,0.61,0.8,2.86,347.0,6.0
"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI",95.0,6.12,10.2,3.27,2.4,2.86,355.0,10.0
"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP",57.0,2.86,8.57,1.22,0.8,1.63,347.0,8.0
"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP",41.0,2.45,5.71,1.02,0.8,0.82,359.0,6.0
"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP",51.0,3.27,7.76,0.82,1.6,1.63,363.0,4.0
"CAMPBELL'S CHUNKY SOUPS,GRILLED STEAK- STEAK CHILI W/ BNS",81.0,6.53,11.02,1.22,2.9,3.67,355.0,6.0
"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUES",53.0,2.04,8.16,1.22,0.8,0.82,167.0,4.0
"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP",49.0,1.63,9.8,0.41,1.6,3.27,167.0,0.0
"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP",74.0,4.49,12.24,0.82,3.3,2.04,318.0,4.0
"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP",56.0,2.89,8.98,0.92,1.0,1.17,308.0,4.0
"CAMPBELL'S CHUNKY SOUPS,HEARTY CHICK W/ VEG SOUP",45.0,2.45,6.94,0.82,1.2,1.22,290.0,6.0
"CAMPBELL'S CHUNKY SOUPS,MANHATTAN CLAM CHOWDER",52.0,2.04,7.76,1.43,1.2,1.63,339.0,2.0
"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED POTATO HAM CHOWDER",78.0,2.45,6.94,4.49,1.2,0.41,327.0,8.0
"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED VEG BF SOUP",49.0,3.16,6.24,1.23,1.3,1.15,346.0,6.0
"CAMPBELL'S CHUNKY SOUPS,ROADHOUSE - BF BEAN CHILI",95.0,6.12,10.2,3.27,2.4,2.86,359.0,10.0
"CAMPBELL'S CHUNKY SOUPS,SALISBURY STEAK MUSHRMS ONIONS SOUP",57.0,2.86,7.76,1.84,0.8,2.45,327.0,6.0
"CAMPBELL'S CHUNKY SOUPS,SAVORY CHICK WHITE WILD RICE SOUP",45.0,2.86,7.35,0.82,0.8,0.41,331.0,4.0
"CAMPBELL'S CHUNKY SOUPS,SAVORY POT RST SOUP",49.0,2.86,8.16,0.41,0.8,1.63,322.0,4.0
"CAMPBELL'S CHUNKY SOUPS,SAVORY VEG SOUP",44.0,1.22,8.98,0.41,1.6,2.45,314.0,0.0
"CAMPBELL'S CHUNKY SOUPS,SLOW RSTD BF W/ MUSHROOMS SOUP",48.0,3.27,7.35,0.61,1.2,2.04,339.0,6.0
"CAMPBELL'S CHUNKY SOUPS,SPLIT PEA 'N' HAM SOUP",78.0,4.9,12.24,1.02,2.0,2.04,318.0,4.0
"CAMPBELL'S CHUNKY SOUPS,STEAK 'N' POTATO SOUP",49.0,3.27,7.35,0.82,1.2,0.41,376.0,6.0
"CAMPBELL'S CHUNKY,CLASSIC CHICK NOODLE SOUP",47.0,3.41,5.41,1.3,1.0,0.41,325.0,8.0
"CAMPBELL'S CHUNKY,CREAMY CHICK & DUMPLINGS SOUP",66.0,2.32,7.09,3.19,1.5,1.09,339.0,12.0
"CAMPBELL'S CHUNKY,HEALTHY REQUEST CHICK NOODLE SOUP",41.0,2.97,5.88,0.97,0.8,1.12,161.0,8.0
"CAMPBELL'S CHUNKY,NEW ENGLAND CLAM CHOWDER",81.0,2.46,9.01,3.85,1.2,0.0,353.0,4.0
"CAMPBELL'S HEALTHY REQUEST,CHICK NOODLE SOUP,COND",47.0,2.4,6.51,1.3,1.0,0.89,334.0,10.0
"CAMPBELL'S HEALTHY REQUEST,CRM OF MUSHROOM SOUP,COND",55.0,1.29,8.6,1.7,1.0,1.79,327.0,0.0
"CAMPBELL'S HEALTHY REQUEST,HOMESTYLE CHICK NOODLE SOUP,COND",51.0,2.7,7.8,1.0,0.6,0.6,317.0,7.0
CAMPBELL'S HOMESTYLE BUTTERNUT SQUASH BISQUE,45.0,0.41,7.76,1.22,0.4,4.9,265.0,4.0
CAMPBELL'S HOMESTYLE CHICK W/ WHITE & WILD RICE SOUP,41.0,2.45,6.94,0.41,0.4,1.22,322.0,4.0
CAMPBELL'S HOMESTYLE HARVEST TOMATO W/ BASIL SOUP,45.0,0.82,9.39,0.41,0.8,6.53,322.0,2.0
CAMPBELL'S HOMESTYLE HR CHICK W/ WHL GRAIN PASTA SOUP,40.0,3.8,4.28,0.82,0.7,0.32,167.0,4.0
CAMPBELL'S HOMESTYLE HR MEXICAN STYLE CHICK TORTILLA,53.0,2.86,7.76,1.02,1.2,1.22,167.0,4.0
CAMPBELL'S HOMESTYLE ITALIAN-STYLE WEDDING SOUP,49.0,2.86,6.12,1.43,0.8,1.22,322.0,6.0
CAMPBELL'S HOMESTYLE LT ITALIAN-STYLE WEDDING SOUP,33.0,2.45,4.49,0.61,0.4,0.82,322.0,4.0
CAMPBELL'S HOMESTYLE LT NEW ENGLAND CLAM CHOWDER,49.0,2.45,6.12,1.63,0.8,0.41,322.0,4.0
CAMPBELL'S HOMESTYLE MEXICAN STYLE CHICK TORTILLA SOUP,53.0,2.86,8.16,0.82,1.2,1.63,347.0,4.0
"CAMPBELL'S HOMESTYLE MICROWAVEABLE BOWLS,HEALTHY REQUEST ITA",41.0,2.45,5.31,1.02,0.8,1.63,167.0,4.0
"CAMPBELL'S HOMESTYLE MICROWAVEABLE BOWLS,HEALTHY REQUEST MEX",53.0,2.86,7.76,1.02,1.2,1.22,167.0,4.0
CAMPBELL'S HOMESTYLE MINESTRONE SOUP,41.0,1.63,7.35,0.41,1.6,2.45,322.0,0.0
CAMPBELL'S HOMESTYLE NEW ENGLAND CLAM CHOWDER,70.0,2.33,5.68,4.23,0.8,0.0,363.0,4.0
CAMPBELL'S HOMESTYLE POTATO BROCCOLI CHS SOUP,65.0,1.22,6.94,3.67,1.2,1.22,265.0,2.0
CAMPBELL'S HOMESTYLE VEG MEDLEY SOUP,37.0,1.22,7.35,0.2,1.2,3.27,322.0,0.0
"CAMPBELL'S LO NA SOUPS,CHICK BROTH",10.0,1.01,0.34,0.34,0.0,0.34,47.0,2.0
"CAMPBELL'S LO NA SOUPS,CHICK W/ NOODLES SOUP",52.0,3.93,5.57,1.48,0.7,1.31,46.0,10.0
"CAMPBELL'S LO NA SOUPS,CRM OF MUSHROOM SOUP",54.0,1.01,6.38,2.68,0.0,2.01,20.0,5.0
CAMPBELL'S PORK & BNS,108.0,4.62,19.23,1.15,5.4,6.15,338.0,4.0
"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CHICK NOODLE SOUP",30.0,1.63,4.08,0.82,0.4,0.0,355.0,6.0
"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CREAMY TOMATO SOUP",64.0,1.22,10.2,2.04,1.2,6.53,306.0,2.0
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",30.0,0.82,5.71,0.41,0.4,0.41,327.0,2.0
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP",44.0,1.22,9.8,0.0,1.2,7.35,322.0,0.0
"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,VEG BF SOUP",34.0,2.04,6.12,0.2,1.2,0.82,359.0,4.0
"CAMPBELL'S RED & WHITE,BEAN W/ BACON SOUP,COND",125.0,6.25,19.53,2.34,6.3,3.13,672.0,4.0
"CAMPBELL'S RED & WHITE,BEEFY MUSHROOM SOUP,COND",40.0,2.38,4.76,1.59,0.0,0.79,706.0,4.0
"CAMPBELL'S RED & WHITE,BF BROTH,COND",12.0,2.42,0.81,0.0,0.0,0.81,694.0,0.0
"CAMPBELL'S RED & WHITE,BF NOODLE SOUP,COND",56.0,3.17,6.35,1.59,0.8,0.79,651.0,8.0
"CAMPBELL'S RED & WHITE,BF W/ VEG & BARLEY SOUP,COND",71.0,3.97,11.9,1.19,2.4,1.59,706.0,8.0
"CAMPBELL'S RED & WHITE,BROCCOLI CHS SOUP,COND",81.0,1.61,9.68,3.63,0.0,2.42,661.0,4.0
"CAMPBELL'S RED & WHITE,CHICK & STARS SOUP,COND",56.0,2.38,8.73,1.59,0.8,0.79,381.0,4.0
"CAMPBELL'S RED & WHITE,CHICK ALPHABET SOUP,COND",56.0,2.38,9.52,1.19,0.8,0.79,381.0,4.0
"CAMPBELL'S RED & WHITE,CHICK BARLEY W/",71.0,3.17,12.7,1.19,2.4,1.59,571.0,4.0
"CAMPBELL'S RED & WHITE,CHICK GUMBO SOUP,COND",48.0,1.59,7.94,0.79,0.8,1.59,690.0,4.0
"CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND",71.0,2.38,11.9,1.98,0.8,1.59,381.0,16.0
"CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND",63.0,2.38,11.9,0.79,1.6,2.38,706.0,4.0
"CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND",89.0,1.61,7.26,5.65,2.4,1.61,669.0,4.0
"CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND",73.0,1.61,9.68,4.03,0.8,2.42,605.0,4.0
"CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND",73.0,0.81,7.26,4.84,2.4,0.81,516.0,4.0
"CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND",81.0,0.81,8.06,4.84,2.4,3.23,645.0,4.0
"CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND",81.0,2.42,6.45,4.84,0.0,0.0,694.0,16.0
"CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND",87.0,2.38,15.87,1.59,0.8,0.79,381.0,8.0
"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND",97.0,2.42,8.06,6.45,0.8,1.61,637.0,8.0
"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND",36.0,1.59,4.76,1.19,0.8,3.17,516.0,4.0
"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND",65.0,1.61,8.06,2.82,0.8,0.81,524.0,0.0
"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK",63.0,2.38,9.52,1.59,0.8,0.79,381.0,4.0
"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND",141.0,7.03,21.88,2.34,3.1,4.69,680.0,0.0
"CAMPBELL'S RED & WHITE,ITALIAN STYLE W",71.0,3.17,9.52,1.98,2.4,1.59,643.0,8.0
"CAMPBELL'S RED & WHITE,LENTIL SOUP,COND",111.0,6.35,19.05,0.79,4.0,1.59,635.0,0.0
"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",48.0,1.59,9.52,0.4,1.6,1.59,698.0,0.0
"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND",71.0,2.38,11.9,1.59,0.8,0.79,381.0,12.0
"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND",71.0,3.17,13.49,0.79,2.4,2.38,516.0,4.0
"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND",71.0,3.17,10.32,1.98,0.8,0.79,516.0,4.0
"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND",87.0,0.79,18.25,1.59,0.8,7.94,611.0,0.0
"CAMPBELL'S RED & WHITE,PHINEAS & FERB SOUP,COND",56.0,2.38,8.73,1.59,0.8,0.79,627.0,4.0
"CAMPBELL'S RED & WHITE,SCOOBY-DOO SOUP,COND",56.0,2.38,8.73,1.59,0.8,0.79,627.0,4.0
"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND",141.0,7.81,23.44,1.56,3.1,3.13,664.0,4.0
"CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND",103.0,1.59,18.25,2.78,0.8,11.9,698.0,4.0
"CAMPBELL'S RED & WHITE,VEG SOUP,COND",79.0,3.17,16.67,0.4,2.4,5.56,516.0,4.0
"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND",71.0,2.38,14.29,0.4,1.6,4.76,516.0,0.0
"CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND",56.0,2.38,7.94,1.98,0.8,0.79,603.0,8.0
"CAMPBELL'S RED&WHITE,CHICK BROTH,COND",16.0,0.81,0.81,0.81,0.0,0.81,621.0,4.0
"CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND",40.0,2.38,6.35,0.79,0.0,0.79,690.0,4.0
"CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND",97.0,3.23,8.87,5.65,3.2,0.81,702.0,12.0
"CAMPBELL'S SOUP ON THE GO,CHEESY POTATO W/ BACON FLAVOR SOUP",43.0,0.66,5.25,1.97,0.3,1.31,292.0,3.0
"CAMPBELL'S SOUP ON THE GO,CHICK & STARS SOUP",23.0,0.98,3.28,0.49,0.3,0.33,315.0,2.0
"CAMPBELL'S SOUP ON THE GO,CHICK W/ MINI NOODLES SOUP",26.0,1.31,3.61,0.66,0.7,0.66,321.0,3.0
"CAMPBELL'S SOUP ON THE GO,CLASSIC TOMATO SOUP",46.0,0.98,10.16,0.16,0.7,6.56,210.0,0.0
"CAMPBELL'S SOUP ON THE GO,CREAMY BROCCOLI SOUP",52.0,0.66,4.26,3.61,1.0,1.31,289.0,2.0
"CAMPBELL'S SOUP ON THE GO,CREAMY CHICK SOUP",43.0,0.98,3.28,2.95,0.7,0.33,289.0,2.0
"CAMPBELL'S SOUP ON THE GO,CREAMY TOMATO SOUP",59.0,0.98,9.84,1.64,0.7,7.21,213.0,2.0
"CAMPBELL'S SOUP ON THE GO,HEALTHY REQUEST CLASSIC TOMAT SOUP",39.0,0.98,9.18,0.0,0.7,5.57,134.0,0.0
"CAMPBELL'S SOUP ON THE GO,HR CHICK W/ MINI NOODLES SOUP",20.0,0.98,2.62,0.66,0.7,0.66,134.0,3.0
"CAMPBELL'S SOUP ON THE GO,NEW ENGLAND CLAM CHOWDER",52.0,0.66,4.26,3.61,1.0,0.66,292.0,2.0
"CAMPBELL'S SOUP ON THE GO,VEG BF SOUP",20.0,0.98,3.28,0.33,0.3,1.64,305.0,2.0
"CAMPBELL'S SOUP ON THE GO,VEG W/ MINI RND NOODLES SOUP",33.0,0.66,6.89,0.16,0.3,4.59,213.0,2.0
"CAMPBELL'S, CHNKY MICRO BOWL,GRLLD CHIC&SAUS GMBO,RTS",57.0,2.86,7.35,1.63,0.4,2.04,318.0,6.0
"CAMPBELL'S, CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS",82.0,2.45,6.94,4.9,1.2,0.41,355.0,4.0
"CAMPBELL'S, CHNKY MICRO BOWLS,CLSSC CHIC NOODL,RTS",45.0,2.45,5.71,1.22,0.8,1.22,322.0,10.0
"CAMPBELL'S, TOMATO JUC,LO NA",21.0,0.82,4.12,0.0,0.8,2.88,58.0,0.0
"CAMPBELL'S,CHEDDAR CHS SOUP,COND",84.0,0.8,11.44,3.92,2.2,3.73,692.0,3.0
"CAMPBELL'S,CHICK W/ RICE SOUP,COND",68.0,1.84,11.28,1.64,0.9,0.23,645.0,4.0
"CAMPBELL'S,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS",61.0,4.08,8.57,1.22,2.0,1.22,367.0,8.0
"CAMPBELL'S,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS",41.0,2.86,5.71,0.61,1.2,1.63,359.0,4.0
"CAMPBELL'S,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS",57.0,3.27,7.35,1.43,1.2,1.63,327.0,6.0
"CAMPBELL'S,CRM OF CHICK SOUP,COND",103.0,1.76,6.03,7.98,4.1,0.33,624.0,9.0
"CAMPBELL'S,CRM OF CHICK W/ HERBS SOUP,COND",65.0,1.61,7.26,3.23,0.0,0.81,645.0,8.0
"CAMPBELL'S,CRM OF MUSHROOM SOUP,COND",81.0,1.29,6.59,5.5,0.6,0.4,697.0,0.0
"CAMPBELL'S,CRM OF MUSHROOM W/ RSTD GARLIC SOUP,COND",56.0,1.61,8.06,2.02,1.6,0.81,387.0,4.0
"CAMPBELL'S,CRM OF POTATO SOUP,COND",71.0,1.51,13.25,1.35,1.3,1.44,604.0,1.0
"CAMPBELL'S,HEALTHY REQUEST,CHICK W/ RICE,COND",46.0,1.59,7.19,1.19,0.8,0.79,325.0,4.0
"CAMPBELL'S,HEALTHY REQUEST,CRM OF CHICK SOUP,COND",50.0,3.0,7.5,1.5,0.4,0.8,347.0,4.0
"CAMPBELL'S,HOMESTYLE CHICK NOODLE SOUP,COND",51.0,2.36,7.53,1.28,0.8,1.11,739.0,8.0
"CAMPBELL'S,ORGANIC TOMATO JUC",21.0,0.82,4.12,0.0,0.8,2.88,280.0,0.0
"CAMPBELL'S,RED & WHITE,CHICK NOODLE SOUP,COND",47.0,2.37,5.97,1.53,0.34,0.0,683.0,8.0
"CAMPBELL'S,SPAGHETTIOS ORIGINAL,EASY OPEN",70.0,2.35,14.55,0.47,1.4,4.23,225.0,2.0
"CAMPBELL'S,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU",106.0,4.37,15.08,3.17,1.6,3.57,433.0,8.0
"CAMPBELL'S,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",99.0,4.25,16.6,1.74,1.9,5.41,409.0,4.0
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",80.0,2.78,15.87,0.6,1.2,5.16,377.0,2.0
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",67.0,2.38,13.89,0.4,1.2,4.76,238.0,2.0
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS A TO Z'S W/ MEATBALLS",95.0,4.37,12.7,2.78,1.6,3.17,238.0,8.0
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",69.0,3.17,12.3,0.79,1.2,4.76,353.0,4.0
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",67.0,2.38,13.89,0.4,1.2,4.37,238.0,2.0
"CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS PLUS CA",67.0,2.38,13.89,0.4,1.2,5.16,238.0,2.0
"CAMPBELL'S,SPAGHETTIOS,W/ MEATBALLS -",87.0,4.37,11.65,2.43,1.5,3.4,238.0,10.0
"CAMPBELL'S,TOMATO JUC",21.0,0.82,4.12,0.0,0.8,2.88,280.0,0.0
"CAMPBELL'S,TOMATO SOUP,COND",71.0,1.46,15.22,0.44,1.1,8.23,377.0,0.0
"CAMPBELL'S,VEG BF SOUP,COND",65.0,3.79,11.8,0.26,2.1,1.7,656.0,3.0
"CAMPBELLS RED & WHITE,BF CONSOMME,COND",16.0,3.23,0.81,0.0,0.0,0.81,653.0,0.0
"CANADA GOOSE,BREAST MEAT,SKINLESS,RAW",133.0,24.31,0.0,4.02,0.0,0.0,50.0,80.0
"CANADIAN BACON,CKD,PAN-FRIED",146.0,28.31,1.8,2.78,0.0,1.2,993.0,67.0
"CANADIAN BACON,UNPREP",110.0,20.31,1.34,2.62,0.0,0.9,751.0,48.0
CANDIED FRUIT,322.0,0.34,82.74,0.07,1.6,80.68,98.0,0.0
"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL",387.0,1.59,87.73,3.31,0.1,56.32,44.0,2.0
"CANDIES,5TH AVENUE CANDY BAR",482.0,8.78,62.68,23.98,3.1,47.19,225.0,6.0
"CANDIES,ALMOND JOY CANDY BAR",479.0,4.13,59.51,26.93,5.0,48.34,142.0,4.0
"CANDIES,BUTTERSCOTCH",391.0,0.03,90.4,3.3,0.0,80.46,391.0,9.0
"CANDIES,CARAMELLO CANDY BAR",462.0,6.19,63.81,21.19,1.2,56.92,122.0,27.0
"CANDIES,CARAMELS",382.0,4.6,77.0,8.1,0.0,65.5,245.0,7.0
"CANDIES,CAROB,UNSWTND",540.0,8.15,56.29,31.36,3.8,34.11,107.0,1.0
"CANDIES,CHOC COVERED,CARAMEL W/NUTS",470.0,9.5,60.67,21.0,4.3,41.35,156.0,0.0
"CANDIES,CHOC COVERED,LO SUGAR OR LO CAL",590.0,12.39,37.68,43.27,3.5,14.63,111.0,22.0
"CANDIES,COCNT BAR,NOT CHOC COVERED",481.0,2.13,55.87,27.65,6.4,36.16,128.0,0.0
"CANDIES,CONFECTIONER'S COATING,BUTTERSCOTCH",539.0,2.2,67.1,29.05,0.0,67.1,89.0,0.0
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",529.0,18.3,46.88,29.8,5.0,38.3,250.0,1.0
"CANDIES,CONFECTIONER'S COATING,YOGURT",522.0,5.87,63.94,27.0,0.0,62.36,88.0,1.0
"CANDIES,CRISPY BAR W/ PNUT BUTTER FILLING",542.0,9.53,55.53,31.34,3.3,40.33,264.0,5.0
"CANDIES,DIVINITY,PREPARED-FROM-RECIPE",364.0,1.32,89.05,0.06,0.0,78.96,34.0,0.0
"CANDIES,DK CHOC COATD COFFEE BNS",540.0,7.5,59.95,30.0,7.5,42.5,25.0,13.0
"CANDIES,FONDANT,PREPARED-FROM-RECIPE",373.0,0.0,93.18,0.02,0.0,88.9,11.0,0.0
"CANDIES,FRUIT SNACKS,W/ HI VIT C",352.0,0.08,87.97,0.0,0.0,68.18,23.0,0.0
"CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",453.0,2.26,71.34,17.48,1.7,64.06,85.0,25.0
"CANDIES,FUDGE,CHOC MARSHMLLW,W/ NUTS,PREPARED-BY-RECIPE",474.0,3.24,67.69,21.11,2.1,27.92,79.0,23.0
"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",411.0,2.39,76.44,10.41,1.7,73.12,45.0,14.0
"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",461.0,4.38,67.93,18.93,2.5,63.37,39.0,12.0
"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",387.0,3.78,77.75,6.59,0.7,73.36,118.0,3.0
"CANDIES,FUDGE,VANILLA W/ NUTS",435.0,3.0,74.61,13.69,0.9,71.0,42.0,13.0
"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",383.0,1.05,82.15,5.45,0.0,79.77,47.0,15.0
"CANDIES,GUM DROPS,NO SUGAR OR LO CAL (SORBITOL)",354.0,0.0,88.1,0.2,0.0,70.0,7.0,0.0
"CANDIES,GUMDROPS,STARCH JELLY PIECES",396.0,0.0,98.9,0.0,0.1,58.97,44.0,0.0
"CANDIES,HALAVAH,PLAIN",469.0,12.49,60.49,21.52,4.5,9.588,195.0,0.0
"CANDIES,HARD",394.0,0.0,98.0,0.2,0.0,62.9,38.0,0.0
"CANDIES,HARD,DIETETIC OR LO CAL (SORBITOL)",394.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0
"CANDIES,HEATH BITES",530.0,3.94,63.39,30.38,2.0,60.02,245.0,19.0
"CANDIES,HERSHEY'S GOLDEN ALMOND SOLITAIRES",569.0,11.97,46.85,37.13,4.4,37.13,52.0,13.0
"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",568.0,9.76,51.72,35.73,3.6,44.59,74.0,19.0
"CANDIES,HERSHEY'S POT OF GOLD ALMOND BAR",577.0,12.82,44.89,38.46,3.8,38.46,64.0,13.0
"CANDIES,HERSHEY'S SKOR TOFFEE BAR",541.0,3.13,63.73,30.37,1.3,59.89,317.0,53.0
"CANDIES,HERSHEY'S,ALMOND JOY BITES",563.0,5.58,57.54,34.5,4.3,51.71,39.0,11.0
"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",520.0,6.24,63.64,27.84,1.9,53.96,64.0,9.0
"CANDIES,HERSHEY,REESESTICKS CRISPY WAFERS,PNUT BUT,MILK CHOC",521.0,9.53,55.38,31.34,3.3,40.33,264.0,6.0
"CANDIES,HERSHEYS,PAYDAY BAR",490.0,13.44,52.88,25.0,3.8,40.32,231.0,0.0
"CANDIES,HONEY-COMBED,W/ PNUT BUTTER",486.0,8.72,67.41,20.18,1.9,62.68,174.0,0.0
"CANDIES,JELLYBEANS",375.0,0.0,93.55,0.05,0.2,70.0,50.0,0.0
"CANDIES,KIT KAT WAFER BAR",518.0,6.51,64.59,25.99,1.0,48.68,54.0,11.0
"CANDIES,KRACKEL CHOC BAR",512.0,6.62,63.96,26.58,2.2,52.53,196.0,11.0
"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP",538.0,6.41,63.15,28.85,0.0,57.69,63.0,18.0
